subject,session,scan,site,bg_mean,bg_size,bg_std,cnr,csf_mean,csf_size,csf_std,efc,fber,fg_mean,fg_size,fg_std,fwhm,fwhm_x,fwhm_y,fwhm_z,gm_mean,gm_size,gm_std,qi1,snr,wm_mean,wm_size,wm_std
51178,session_1,anat_1,STANFORD,108.958835844,3573473,157.4499076962,14.3654321304,1970.8385106963,256630,579.3790176486,0.4252916479,297.5562124432,1891.8021062069,5077279,2707.4414507046,4.8637691834,5.035513299,3.7396617832,6.110007164,3505.9195055296,517402,701.2230191113,0.221034551,12.0152633551,5767.7554684745,431016,1059.1584161629
51179,session_1,anat_1,STANFORD,122.2751088634,3073805,161.3145461047,11.6867481898,1589.1140705583,226281,571.2652610151,0.4245679297,165.3530718653,1408.0118936042,5576947,2189.2030781874,4.579714525,4.8278218802,3.5907483789,5.5408891577,2873.3428892827,472934,600.3045126399,0.1689846949,8.7283628638,4758.5853689602,408269,927.288492455
51180,session_1,anat_1,STANFORD,83.7360522579,3586369,158.3687867804,19.0727810034,2166.828174871,219316,826.7490415798,0.400421619,425.0301769807,2027.958071694,5064383,3086.6847955058,3.9915024348,4.4518153528,3.2343666667,4.4165581956,3841.5514869323,555607,794.8035176114,0.1856150329,12.8052889267,6862.0846749649,417278,1310.5925866136
51181,session_1,anat_1,STANFORD,96.8841883076,3513868,163.1764478592,15.7968840555,2047.3054543074,229085,796.6590667206,0.4064188274,300.3214553394,1804.0140875286,5136884,2749.7342953817,4.0427124314,4.755131629,3.0251102079,4.5931930624,3589.5428086938,609771,789.4256113693,0.2248331468,11.0556033741,6167.2222361157,471845,1265.4436947168
51182,session_1,anat_1,STANFORD,80.9598087601,3927423,163.6722642975,19.0175065881,2458.4436138135,175770,1132.7725084567,0.3777551774,452.0541862493,2088.4319701211,4723329,3272.8182596479,4.1080071279,4.7553759856,3.1844748518,4.577949869,4326.9521531499,479948,905.4494326151,0.1857834005,12.7598403986,7439.5905177201,378158,1394.571214961
51183,session_1,anat_1,STANFORD,130.4536318117,3798779,224.6284326895,14.1364612475,3392.3086187841,228907,896.4427435797,0.4012342322,248.6845065583,2282.0091573057,4851973,3401.8656132062,4.6997704486,5.3541425848,3.6330458264,5.3366536385,5553.645081316,502177,1002.0607657807,0.2381681061,10.1590396638,8729.0962151212,426513,1532.061225543
51184,session_1,anat_1,STANFORD,93.0363390934,4195234,195.9029513995,16.3539521788,3545.8288811064,195595,1371.1995331242,0.3993169142,397.0281276691,2531.1767567767,4455518,3502.4071462793,4.7719674958,5.6214569982,3.5879550442,5.3876310661,5600.3871741381,506196,970.099242411,0.1968691139,12.9205646913,8804.1746730111,426620,1525.8757803471
51185,session_1,anat_1,STANFORD,92.054957708,3699754,173.5791646955,15.0465457697,2022.3008193141,224334,790.5090770787,0.4107632027,220.3107530104,1645.2819045776,4950998,2407.8804488459,4.279759541,5.0531186056,3.1547434074,4.9173727323,3566.8041901126,555355,772.3154437923,0.3715055109,9.4785679345,6178.5710363624,449833,1256.9968759149
51186,session_1,anat_1,STANFORD,77.3463736743,4006976,151.2395528669,12.1571952097,1903.4612142845,226372,567.7099305008,0.3787087805,233.3353221357,1392.8101982094,4643776,2189.3313464486,4.5388617369,4.9622528826,3.6798715786,5.1207006416,3234.0517507636,468824,593.2722687082,0.228640501,9.2092985718,5072.7005183895,378287,932.0049790432
51187,session_1,anat_1,STANFORD,103.9603949051,3499474,182.6902476882,13.7764539045,2158.746846013,198796,937.7331639473,0.3963736014,240.8241321942,1742.6318647528,5151278,2757.4778465413,4.0481060699,4.6187690464,3.1230118442,4.5988947149,3699.2581729373,502818,750.5744222273,0.227687361,9.5387240797,6216.0819490223,425362,1167.5160386147
51188,session_1,anat_1,STANFORD,99.6954642894,3763181,185.3058320014,15.5386529367,2647.731491542,194195,820.5743891735,0.3926067985,236.1599116947,1765.1057576453,4887571,2709.4199780951,4.8130023379,5.6289273265,3.7635351279,5.262916145,4552.6819183439,475139,867.4510672,0.2442340669,9.5253653842,7432.0849289555,379058,1311.2616349903
51189,session_1,anat_1,STANFORD,126.9372026529,3799221,203.5789578964,12.9605715518,2389.3733419743,257686,865.0371191102,0.4455959233,172.0081053906,1912.6122362199,4851531,2498.451720329,5.3161043178,5.6109263951,4.1262581406,6.4891903264,3955.0635122066,586281,772.2308660772,0.2408885927,9.3949406952,6593.5631624738,464358,1197.7674701664
51190,session_1,anat_1,STANFORD,190.2025295926,4020094,343.6082662685,8.3905925141,3711.9692337565,242051,1636.258175969,0.445285426,111.286665961,2555.0867626156,4630658,3261.4094238742,6.0214834185,6.2551549459,4.8656140137,7.173539893,5609.0964394292,530561,926.3569600593,0.2503157886,7.436045676,8492.1733861561,471514,1464.9412783462
51191,session_1,anat_1,STANFORD,192.1030752733,3663837,325.6747599164,8.411888714,2971.5069371388,242391,982.3147621485,0.4374051806,89.441639223,2081.0148771335,4986915,2908.0296309444,5.6179327372,6.1434607373,4.3659067409,6.6106238883,4739.4149748044,479846,841.6908464366,0.283906462,6.3898561794,7478.9548121728,417192,1261.9623939822
51192,session_1,anat_1,STANFORD,108.2556285827,3554536,200.3735456297,11.3725953081,2048.4521786492,229500,785.5250558106,0.4161481186,191.4168951174,1767.2866821187,5096216,2608.691061253,4.9301234939,5.5457879244,3.9081933333,5.5288458713,3395.6484648085,492349,663.9155440359,0.1819174148,8.8199601228,5674.4157096992,395259,1003.0700511076
51193,session_1,anat_1,STANFORD,151.3871463805,3735866,241.4256606499,10.6033587978,2341.8105299534,243078,1065.4385291872,0.4323759463,114.7472712731,1771.718523685,4914886,2485.7590968276,4.8689026375,5.41496409,3.7596523437,5.6695486915,3902.0309292754,543983,774.8845780921,0.2417915953,7.3385675695,6461.9538321311,459692,1196.9532345068
51194,session_1,anat_1,STANFORD,104.1919235731,3492906,139.0956759839,14.7655812073,1441.5185301938,241093,636.888214914,0.455770276,218.7041786755,1547.8861038116,5157846,2051.7538535055,4.4413876196,4.4856180068,3.4102933333,5.7271935617,2716.9132777672,609244,707.7226649724,0.172089372,11.1282115196,4770.7417770854,506481,1024.916207012
51195,session_1,anat_1,STANFORD,146.5189742661,3577029,243.7478096009,10.109227977,2105.3528048147,271337,876.0935815521,0.429188019,95.6300751193,1576.9760806808,5073723,2290.8040722495,5.4027566927,5.5409706099,4.1773756842,6.8133118161,3662.8791196186,496921,792.3336282407,0.2538089571,6.4697035976,6126.981295757,420974,1265.4533158241
51196,session_1,anat_1,STANFORD,122.3570481169,3419878,200.3502984294,11.5783757902,1988.9515071793,270638,695.8729154296,0.4283947147,152.8942226307,1640.5921241842,5230874,2394.72025494,4.9027216709,5.1722249624,3.7415189356,6.0895510312,3445.9469341518,528777,706.1102000226,0.2257419709,8.1886183202,5765.6779790549,440962,1105.7967040302
51197,session_1,anat_1,STANFORD,87.7127660059,3955740,163.7405928078,14.5612809205,1987.3916998473,223273,691.4393885581,0.4092036615,242.0556849788,1660.3681598684,4695012,2365.4154354374,4.5515773989,4.8476496676,3.4937527809,5.567512384,3542.3387709186,452468,695.2624270428,0.1662040478,10.140235426,5926.611540879,372294,1057.1674968896
51198,session_1,anat_1,STANFORD,96.2189365895,3370702,140.5315117642,14.0786229925,1722.8953727869,283540,580.4734280894,0.4176615702,263.1588177892,1526.2407297279,5280050,2303.0602270037,4.5532138204,4.7728183878,3.46054,5.7152549996,3101.8189686963,477260,681.836085662,0.1555907345,10.8604875203,5080.3091413942,392555,1006.5023359306
51199,session_1,anat_1,STANFORD,190.693524475,3623490,309.4942433484,6.6514839067,1682.6053778289,260700,611.115214104,0.4433013488,57.6116468213,1583.1578002101,5027262,2259.8740514742,4.6217082679,4.7564232279,3.661000898,5.6692810629,3046.6873368093,488692,654.6749636559,0.311988994,5.11530613,5105.2833156577,448828,1061.1173794876
51201,session_1,anat_1,STANFORD,13.381177779,4493848,18.5159336903,6.8497748911,139.2475386219,251282,34.7743087973,0.4549020617,56.5455419763,102.6379501221,5336552,137.7545887958,4.9616596113,4.4897581549,5.17815,5.2539,226.6025038409,525273,37.6287313874,0.04374269,5.5432230337,353.4324815186,406896,49.5328800836
51202,session_1,anat_1,UCLA_1,11.5810566863,4952312,15.1644807173,7.8561658573,114.0825394738,197663,35.0124217726,0.4339561048,68.7228193771,92.9060478204,4878088,128.0204358054,4.2957919146,3.9202248442,4.4031,4.59261,188.6335137089,619633,30.5614879514,0.0222021553,6.1265564942,307.7681893637,406625,33.9352886337
51203,session_1,anat_1,UCLA_1,11.1930124299,4405022,15.811126274,6.8189241748,124.5449256827,192351,31.4039076348,0.4160376082,69.1230447119,88.1843165582,5425378,134.7727458477,4.9422083962,4.3860085948,5.1360503061,5.35877,202.0038050948,474364,34.5094583881,0.0329335472,5.5773583128,309.8186762752,364955,42.698269653
51204,session_1,anat_1,UCLA_1,9.2539472061,4400391,16.3154191304,7.515949311,142.8647777318,164396,32.9546307649,0.3952290344,105.0702630807,103.6680655594,5430009,161.9247894377,5.4688874512,4.9616748028,5.71798,5.76534,225.9143318745,414705,36.2024730137,0.0496976291,6.3539934053,348.5401950465,315412,43.4979912137
51205,session_1,anat_1,UCLA_1,12.388468098,4700144,18.4021922586,6.8550493053,149.6258671745,238418,36.6073894622,0.4476329949,90.3870278845,128.9584568489,5130256,166.8847250017,4.7884713372,4.4417164902,4.95674,4.98704,243.2270199102,490653,39.5616575706,0.0300412072,7.0077768473,369.3749551691,390356,47.0578002018
51206,session_1,anat_1,UCLA_1,14.7983577075,4110839,17.3389087056,6.9852338664,124.4937973459,254246,32.7723548182,0.4823274207,57.267575329,105.4645214904,5719561,136.5105674823,4.8151026573,4.4932831548,4.90037,5.07018,209.2056384851,611831,37.8692726271,0.0455503122,6.08253514,330.3219707814,482022,41.7669439881
51207,session_1,anat_1,UCLA_1,8.6214998803,4307317,15.5419556129,7.1400785529,142.9737737119,219932,33.1287271038,0.4019278769,130.2812362599,111.0887466294,5523083,169.7435410181,5.5863852121,5.1188331299,5.8829,5.78934,226.8707877517,436762,33.9640320137,0.0106897171,7.1476685043,337.8415716938,346327,40.887695104
51208,session_1,anat_1,UCLA_1,8.1188936694,4553901,14.1366152764,8.6968745094,122.3242473706,162962,35.4843189343,0.4086078188,76.8738833807,79.6725086085,5276499,118.6689469388,5.0767953717,4.7796914767,5.14749,5.31832,209.3549910453,448924,37.9797145635,0.0110180261,5.6358970695,332.2993600924,330829,45.2173715486
51209,session_1,anat_1,UCLA_1,11.5000379804,3923076,16.733008948,6.0472400089,113.7597164193,248677,28.4096294282,0.4363261282,53.8646150539,82.153553284,5907324,124.3228929344,5.1556071407,4.496116488,5.31045,5.73945,184.2496196352,488347,28.9403191917,0.0689673103,4.9096700742,285.4381408152,394517,42.2379924617
51210,session_1,anat_1,UCLA_1,13.9224419242,4749009,17.0943838345,7.7201767897,137.9082393275,231014,37.3134206947,0.4419845475,56.9407440305,97.2127655597,5081391,135.0031874364,5.2639862622,4.9343581373,5.57716,5.30031,233.6909520455,529523,41.8632290183,0.0584311379,5.6868247783,365.662617358,396117,43.5464160377
51211,session_1,anat_1,UCLA_1,10.2730849282,3729338,16.3185707244,6.2667307103,128.7738522487,230712,30.4375770736,0.4202234465,99.0870252488,103.5906535616,6101062,161.5942538888,6.2247087837,5.486025327,6.4555503848,6.81029,199.0231275641,477266,31.9746187672,0.0607397345,6.3480224654,301.2872158711,396343,45.7053344409
51212,session_1,anat_1,UCLA_1,16.9423758477,4153970,20.1558009003,5.762511996,133.9892899657,288141,38.2844745155,0.4842129383,49.1207674619,112.7491740407,5676430,146.0926791341,5.0437179546,4.5720998183,5.31731,5.27769,219.9343834928,550837,36.3168302529,0.0934953791,5.5938821086,336.0824279697,466019,48.0500663457
51213,session_1,anat_1,UCLA_1,16.2882716143,4528833,23.0860330502,4.1117413542,121.5002216627,239102,33.2069522274,0.4595219613,36.1962638943,99.6391442379,5301567,137.7190258254,5.7394447252,5.0637414655,5.66126,6.59515,198.1543425893,434637,34.941804612,0.1228523993,4.3159924453,293.0781393857,411649,52.6301145743
51214,session_1,anat_1,UCLA_1,13.425346972,4669757,17.0475125887,6.7607485451,137.5073664644,203354,33.5127877009,0.4196006088,70.6389422664,101.5995634653,5160643,151.4543279884,4.5313050062,4.0991748371,4.63493,4.897,223.2409035461,538589,34.5736115848,0.0396892172,5.9597881472,338.4948494782,385592,40.4523735552
51215,session_1,anat_1,UCLA_1,11.8221347243,3801231,17.6061329974,5.8533602148,133.7377451904,265406,29.7989831636,0.4419132447,84.6090608533,110.5376951616,6029169,160.7276947603,5.7349089314,5.1601831283,6.22296,5.87378,209.1648539437,492721,31.6208454434,0.0392459706,6.2783630669,312.2198923668,424776,38.8494969525
51216,session_1,anat_1,UCLA_1,10.2920619444,4992797,14.8925220068,7.8025136292,118.1011531374,166589,34.3631967989,0.417871555,66.8924996836,84.6699094572,4837603,121.4602753217,4.570772058,4.2084331661,4.65502,4.87446,199.4585685289,548834,33.0481859626,0.0519582511,5.6853976391,315.6576744604,377994,39.6886088905
51217,session_1,anat_1,UCLA_1,15.0846039703,4110209,17.7329525864,7.0640035942,127.0169205083,195857,36.6718962596,0.4381243731,43.8299092824,84.7694512299,5720191,128.7248108797,5.131911853,4.6772831475,5.4503,5.3018,216.76917444,553067,34.4517449947,0.057385403,4.7803348493,342.0348152473,375123,39.4598871167
51218,session_1,anat_1,UCLA_1,9.1902782161,4674245,15.6951804604,7.6775595594,126.356762497,195867,33.7190115001,0.4303658726,95.9173978369,105.8282014408,5156155,143.2824366139,4.8571669686,4.4657748225,5.12438,5.0073702985,213.7613528229,483404,36.9986323325,0.0122680775,6.7427196335,334.2620356025,363401,42.5966463007
51219,session_1,anat_1,UCLA_1,8.4075766248,4947612,14.07323895,7.9954647586,116.2728813484,224211,30.3971524201,0.437605685,92.6304760856,96.7611723057,4882788,124.6238501429,4.8087977158,4.366841927,4.8850302912,5.21286,191.1936867658,552015,30.8948823938,0.0142695102,6.8755439064,303.7157728301,388960,45.9589534671
51220,session_1,anat_1,UCLA_1,11.0190205184,4692564,17.805062207,6.7166119113,149.1259248291,216121,37.1671709062,0.4139091125,81.1558860786,107.0032379391,5137836,155.3454735517,5.1589007668,4.6435998155,5.44957,5.4257,239.93741734,468788,35.4429381621,0.0405628991,6.0097087387,359.5271102416,359864,40.9409627718
51221,session_1,anat_1,UCLA_1,11.3617842272,3582055,16.300223354,6.9892531933,120.9261641843,244055,31.8531396825,0.4627106847,78.2192883499,102.3896361356,6248345,142.8157942599,5.1178904159,4.6571414816,5.33446,5.3959003216,198.3470259595,574202,32.7674936157,0.0565809291,6.2814866957,312.2734140883,427136,40.1881571525
51222,session_1,anat_1,UCLA_1,14.1703323879,4682662,16.699881305,6.6385030204,129.8893221712,193869,36.4835512097,0.441942672,72.2753987374,108.9482732027,5147738,150.9955362158,4.5702733089,4.1210415029,4.71669,4.91113,211.9615051219,581428,34.8881486248,0.0435688077,6.5238950633,322.8237176057,429782,42.0919201253
51223,session_1,anat_1,UCLA_1,11.3539812014,4386716,16.005173235,7.9544785462,128.280255092,182052,34.3671074938,0.4092348285,82.6619947237,96.7558421833,5443684,149.8988321601,4.5498998785,4.0933998373,4.7049502804,4.89064,213.0203084124,511069,37.5171632912,0.0352361539,6.0452855313,340.3331155387,362727,43.2884634554
51224,session_1,anat_1,UCLA_1,14.5419058426,4699643,18.117527562,7.8177682283,133.8305347855,200342,36.9578693249,0.4500768758,55.4174215476,102.653770389,5130757,139.1820439367,4.886988401,4.5066498209,5.03575,5.14288,227.4267453918,583465,41.356738175,0.0197819281,5.6659922298,369.0653767404,405863,47.1256584414
51225,session_1,anat_1,UCLA_1,10.9588717371,3744092,16.8994992286,7.1327103942,138.7193989404,197052,34.2411276833,0.408315265,81.8441597011,95.6989335735,6086308,155.0647103067,5.3357214401,4.7998498093,5.62227,5.62912,225.1630642528,474034,34.8795529131,0.0192046563,5.6628265891,345.702298058,353864,44.1847442881
51226,session_1,anat_1,UCLA_1,12.0298890923,3714800,15.8964370198,7.4418217094,131.4389544354,171888,32.6386657534,0.403086289,53.7538129801,73.5470688076,6115600,126.3067538266,4.6866888783,4.2171331658,4.81954,5.06497,209.751093254,495539,35.4946985964,0.0285328954,4.6266385805,328.0495433698,348422,47.1758068412
51227,session_1,anat_1,UCLA_1,15.8706291125,4171750,18.4832875378,6.3648700625,132.4072066349,286486,38.6781013038,0.4635718377,49.6498401142,100.4882707006,5658650,139.1751528508,4.9821741972,4.3447831607,5.27015,5.4009,223.6576531726,540338,35.3897613356,0.0402284413,5.4367098112,341.3013766779,460311,47.0005132941
51228,session_1,anat_1,UCLA_1,15.947183515,4076038,18.2150087303,6.6767405579,127.8406915122,197943,32.2065903684,0.4290655119,38.1108467272,79.1035087817,5754362,126.8044619195,4.8412164076,4.3852831591,4.87123,5.31164,208.8699031699,528245,34.5387089959,0.032662355,4.342765351,330.4867907228,370800,48.7625193474
51229,session_1,anat_1,UCLA_1,14.4749912501,4785785,17.8794606469,7.7147893449,122.7547196284,192441,39.9175147416,0.4416258422,56.1179713039,100.6228310783,5044615,139.9024789311,4.646581922,4.2471748312,4.69722,5.02876,220.1721359217,583748,37.7722645338,0.077279485,5.6278448811,358.1084084122,400135,45.3318837625
51230,session_1,anat_1,UCLA_1,10.6903560613,4810099,16.3548896061,7.7206108675,132.297719719,190152,36.6932463274,0.4025360346,92.5015953609,104.3882661617,5020301,156.2596089374,4.8928040037,4.4610081561,5.1458,5.10256,229.5338780303,480267,40.4205245342,0.0270653473,6.382694636,355.8036164598,358085,41.9064324669
51231,session_1,anat_1,UCLA_1,15.7237155888,3877555,16.9791679581,7.540988198,132.1778701358,192247,33.0285480229,0.4203303322,57.8377406096,91.9166951264,5952845,150.083357279,5.0842766083,4.4671331558,5.28225,5.56981,215.4081707616,563546,37.5604234642,0.0499301751,5.4134981969,343.4478759454,391892,45.871640089
51234,session_1,anat_1,UCLA_1,11.388402421,5027739,16.0924274746,7.6236055707,130.3133520949,164521,41.3078799742,0.4103582103,84.0512041356,102.7993841331,4802661,148.6599820326,4.5014741635,4.1055498369,4.64544,4.78263,212.1029777489,533591,33.6665612476,0.0374231837,6.3880594954,334.7852974907,356633,40.4445455798
51235,session_1,anat_1,UCLA_1,14.3940241128,3920991,16.5826930283,7.54036749,121.1928435976,209351,32.971222264,0.4473956302,60.8936394725,96.0324269314,5909409,141.9122257058,4.6522563693,4.1801252492,4.85221,4.96435,204.8307050993,607886,35.7766526969,0.0402576798,5.7911237196,329.8703045061,427085,44.1762394321
51236,session_1,anat_1,UCLA_1,13.9401535795,3985819,16.3994259893,7.9387292535,123.9650650053,175755,32.192467783,0.4142598395,52.469167428,81.1002010238,5844581,133.1544159079,5.0571935908,4.4523998231,5.31165,5.46896,203.19306413,535506,32.7837830488,0.0317485566,4.9453072978,333.383666971,346084,36.8634039959
51237,session_1,anat_1,UCLA_1,10.4688190392,4335402,15.6811954737,8.0226163653,127.7849908972,218614,33.9086234016,0.4490857327,65.2681188827,90.0487434208,5494998,122.8567547601,5.0714596973,4.6334414826,5.33779,5.27392,212.1940326926,530457,36.3084628149,0.0275432359,5.7424667381,337.9982481263,393864,39.8664188668
51238,session_1,anat_1,UCLA_1,13.0228573914,4046831,19.1381226449,5.9521693018,131.2713263448,284941,33.0122701174,0.459218976,80.9384885093,123.798233755,5783569,167.4691014288,5.5722132092,4.8964581388,5.90933,5.97948,212.6291133799,551341,31.594250074,0.063735303,6.4686717737,326.5424594804,466009,46.9423834458
51239,session_1,anat_1,UCLA_1,13.8953025048,3676917,18.6670465111,6.467206562,142.1016499584,242794,34.179425473,0.4424726724,88.0913648637,122.5828304068,6153483,180.77132857,5.6475901966,5.0633914655,6.05434,5.87599,227.5517621166,536599,34.4707937465,0.0417259895,6.5668037166,348.2754078053,432682,38.3545411766
51240,session_1,anat_1,UCLA_1,6.2308733751,4411037,10.508798421,11.9429703839,131.3878017945,211982,35.1719240518,0.4284201112,234.1926237388,111.4233268744,5419363,150.1336406659,4.7170655219,4.3692831597,4.98227,4.82145,222.0819809576,555812,36.0797539569,0.0787150505,10.6028608039,347.5882492696,395652,38.1245711759
51241,session_1,anat_1,UCLA_1,15.4042522483,3706839,17.6931479188,7.471474271,142.1796604531,162334,38.6149049518,0.4029839258,50.4038118675,82.9134768152,6123561,144.4455303884,5.1240447916,4.6768586121,5.27148,5.45696,224.5244934843,525650,36.4601157551,0.0515153207,4.6861913547,356.7183929332,359089,39.7493080359
51248,session_1,anat_1,UCLA_1,5.5737571384,4763322,9.6576221578,11.6149171081,126.6107047442,208487,33.4905118623,0.4109343856,207.1310371058,94.3890918987,5067078,129.7868760778,4.7757955816,4.4279831574,4.84667,5.07561,211.5537794704,511487,35.3630355256,0.0706752556,9.7735333146,323.726260294,389790,41.9034479757
51249,session_1,anat_1,UCLA_1,6.2200148201,5712497,9.3830118672,13.2320049124,114.9443289216,213522,33.6599628314,0.417995803,215.4081541985,106.599942495,4117903,126.2339876483,4.5984479281,4.0647165051,4.58425,5.21836,194.690510297,647133,32.1296961205,0.0678739963,11.3609514731,318.8465694168,419812,36.3801239973
51250,session_1,anat_1,UCLA_1,15.6799540298,4941462,19.9563304573,5.6540560812,144.2737211046,270761,39.4136794138,0.4783623856,56.8400972459,123.0290758443,4888938,146.5451027657,4.7926118958,4.4558331563,5.04743,4.8946,234.286268344,535529,36.6337196975,0.0718147787,6.1649147426,347.120479924,456989,44.7773155563
51251,session_1,anat_1,UCLA_1,10.568685586,4558693,16.3762430213,7.6353415094,120.5994632035,173250,32.7663756299,0.3889657254,56.8711934579,75.9131520397,5271707,125.8623607641,4.7636091648,4.3306081613,4.82241,5.17603,204.9804865213,433239,36.9838098313,0.0491733047,4.6355657974,330.0186946291,316615,47.7497389243
51252,session_1,anat_1,UCLA_1,13.4038876593,4872855,16.6417548675,7.2958149026,124.6893688567,231960,34.0056260222,0.4466802112,58.8585972277,97.4985199327,4957545,131.793751355,4.488356121,4.1959248333,4.42817,4.86644,209.3237457516,582281,39.4527987333,0.0448626113,5.8586681939,330.738908919,422975,48.9651093645
51253,session_1,anat_1,UCLA_1,14.4273801095,4763867,17.6994069586,7.5326259167,129.2303999401,240586,35.414253054,0.4511013143,54.6240617857,100.3418276364,5066533,135.6963643456,5.0907132949,4.6589248149,5.19864,5.44705,222.7611312194,577430,41.3912073877,0.0281466716,5.6692197581,356.084142786,421890,48.9430855812
51254,session_1,anat_1,UCLA_1,13.5753831643,4448679,16.4508845603,7.5511053926,119.0757934946,208382,36.4198194194,0.4646540881,54.1042996721,94.2003136171,5381721,125.4574465563,4.750613457,4.4177831578,4.82414,5.03065,205.8160721076,583794,38.1376507419,0.0408334699,5.7261549233,330.0384352233,423856,48.0897227714
51255,session_1,anat_1,UCLA_1,8.6750645238,5060537,14.7612492882,7.8815692851,135.2511896787,229894,32.3458042714,0.4253100457,80.678654084,92.6047117077,4769863,122.7819747968,5.2376278426,4.8091748089,5.52404,5.4085103224,217.9471981271,470703,33.6682069505,0.0222966456,6.2735009686,334.2890071273,353147,32.7858799809
51256,session_1,anat_1,UCLA_1,14.7253545661,4477726,17.9972852451,6.8919760364,124.6482996312,231538,34.6851106932,0.457426827,50.2364006534,97.3390150418,5352674,133.0032476432,4.6636429055,4.3894914922,4.78038,4.83394,213.1201486034,557726,37.1185050624,0.0405855562,5.4085387722,337.1570072324,410376,46.047463249
51257,session_1,anat_1,UCLA_1,9.8674719388,5090039,14.8475449614,8.2868305037,113.4660952351,187599,32.7418895833,0.4083016335,57.8617550333,75.9883454024,4740361,112.3173958758,4.8626814399,4.5119748207,4.80983,5.29824,197.5662783002,475925,33.9606734215,0.0184538861,5.1179064014,320.605366791,326303,42.218622524
51258,session_1,anat_1,UCLA_1,11.9577597225,5186661,17.6666944855,6.9045544616,123.5016934524,229413,33.1353199745,0.4318647879,54.7563896911,93.7904393421,4643739,126.9763471154,4.6921657081,4.4106331581,4.75604,4.92461,207.1117589933,489115,36.0350673884,0.0346334569,5.3088844333,329.0924132251,390983,51.0747451934
51259,session_1,anat_1,UCLA_1,12.2787010573,5118409,17.0335236997,7.2794773525,137.3220937396,211010,36.2362914285,0.4400241049,75.841113431,111.7610078203,4711991,144.7355783274,4.8384027098,4.5280164867,4.88339,5.12242,225.3282637505,544818,36.8796954773,0.0486369886,6.5612382846,349.3234137565,401294,44.8350410993
51260,session_1,anat_1,UCLA_1,14.2630968265,3983465,17.8190021618,7.6799219581,140.3977516977,204243,35.7748820334,0.4262635904,45.2936248475,82.2648635567,5846935,129.7240562949,5.0283790671,4.7259831455,5.39854,4.98327,229.8460008347,512782,36.4134749523,0.0188283316,4.6166930566,366.6945468095,364979,41.1028925659
51261,session_1,anat_1,UCLA_1,14.6501784246,3887356,17.9656495542,7.0687050239,137.678287963,209902,36.8964241844,0.4453135641,68.2050876242,108.1152678661,5943044,157.9999232281,5.2014350127,4.7097910116,5.49435,5.43816,229.2056854649,543456,35.6499106034,0.0322447957,6.0178880557,356.1995627258,394718,37.6253884058
51262,session_1,anat_1,UCLA_1,10.630616917,4743750,15.5204800214,7.966659427,126.0487093038,154529,39.5962714528,0.4171351837,108.0914939591,112.1813311315,5086650,160.2136758532,4.9555146459,4.4468748233,5.20029,5.26241,202.4406574668,568850,33.1187466713,0.0260566008,7.2279549973,326.0870359404,379935,41.6262201933
51263,session_1,anat_1,UCLA_1,4.9938608639,2422002,7.5699527288,10.6375652062,159.259766176,290646,80.3132706178,0.6437661816,558.236712511,170.3781344367,5299118,129.9317077929,4.9798168472,4.3254,5.10954496,5.58767104,214.3001847351,716702,29.4622658192,0.1916022365,22.5071596272,294.8260504955,591459,31.8338603961
51264,session_1,anat_1,UCLA_1,9.3662993106,4319787,15.2920338732,7.8976223787,124.2898049807,214389,33.3884494527,0.4055857158,85.6498418542,89.9681233286,5510613,139.4578293462,5.156661101,4.6878914804,5.39737,5.419330323,213.1309894159,460312,36.9535475513,0.0247014494,5.8833327257,333.9016983495,355345,39.1696036407
51265,session_1,anat_1,UCLA_1,13.8925986516,4796653,17.2112399235,7.3298077208,123.6163137715,197698,37.3999898663,0.4528073052,50.3169435024,93.6876458034,5033747,125.8540326082,5.1850333379,4.9266502937,5.4043003221,5.23557,214.5803220138,595254,37.6589109874,0.0576041252,5.4433989776,340.7354012896,407262,44.0740437275
51266,session_1,anat_1,UCLA_1,12.3808560689,4072079,16.7962432841,7.6455761763,135.5541944874,196496,34.7313711741,0.4222945843,69.19752541,94.4243200405,5758321,145.6454829774,5.0617011535,4.4887498216,5.33323,5.4172003229,223.1204452122,537182,37.5900567511,0.062710473,5.6217523433,351.5374027155,384825,43.9864669958
51267,session_1,anat_1,UCLA_1,11.3517033479,4217870,15.8716980849,7.7421367813,131.3687549642,202701,34.2198954061,0.4185553419,79.1913597518,95.0150602313,5612530,145.3478150613,4.9403263241,4.53052527,5.12492,5.1931503095,221.2685751144,488355,39.7489184305,0.0262642044,5.9864457932,344.1494326384,383089,44.2366782417
51268,session_1,anat_1,UCLA_1,12.5128645282,4519987,16.8260304969,7.1546915936,125.5468365575,243058,35.1241702153,0.4618561336,60.1018194752,99.0637473959,5310413,128.8889711453,4.8900749992,4.5038164877,5.25435,4.94136,213.5640404454,527526,37.7721609067,0.0410490119,5.8875292906,333.9490993955,402785,41.4854854664
51269,session_1,anat_1,UCLA_1,15.7507583104,3937042,17.5830686873,7.6176164218,133.8457826658,237496,35.0503769951,0.4636871279,50.8690903018,97.4613464853,5893358,137.2884587589,4.8649022849,4.5806081513,4.97916,5.04826,223.772174055,587883,38.661019073,0.0810567934,5.5429088186,357.7132468331,442234,39.8902198787
