subject,session,scan,site,bg_mean,bg_size,bg_std,efc,fber,fg_mean,fg_size,fg_std,fwhm,fwhm_x,fwhm_y,fwhm_z,ghost_x,ghost_y,ghost_z,snr
51187,session_1,rest_1,STANFORD,149.7298435949,89459,243.4369426192,0.5385120076,58.072601273,2123.9368319195,29325,481.9292131867,2.5237092401,2.5402304,2.8888256,2.1904,0.0139172,0.0588134,,8.7247925852
51188,session_1,rest_1,STANFORD,280.8312570116,91763,442.6471927507,0.5260240027,60.9629033749,3994.3598028887,27021,893.135857786,2.3205120769,2.3911488,2.5648513957,2.0374333333,0.000909862,0.043851,,9.0238001467
51189,session_1,rest_1,STANFORD,282.0835075877,86536,489.8779761212,0.5454398865,69.2874018114,4605.5690593866,32248,963.9861597002,2.2901935629,2.3295328,2.5603616,2.01394,0.00290065,0.0379791,,9.4014617596
51190,session_1,rest_1,STANFORD,151.5987378859,89894,258.1136186034,0.5306123585,62.9784708565,2329.164235847,28890,466.9610448753,2.307950035,2.3360032,2.6316834008,1.9997355556,0.00891233,0.0645958,,9.0237944377
51191,session_1,rest_1,STANFORD,145.9820405448,89478,254.5342729405,0.5287039788,67.4122674093,2360.7959958343,29306,480.1788723106,2.1702690018,2.212768,2.4401984,1.8931288889,0.00405353,0.0527066,,9.274963126
51192,session_1,rest_1,STANFORD,152.7196351822,88424,252.0423772756,0.5418854385,62.6628358602,2281.7522724388,30360,485.5281058297,2.4335759576,2.475728,2.7119424,2.1466,0.00554844,0.0395128,,9.0530501144
51193,session_1,rest_1,STANFORD,145.2542922342,86165,240.9831808678,0.5551295813,62.5930439705,2179.8114615856,32619,451.5893610762,2.3863230734,2.4392608,2.6463008,2.1051866667,0.00303826,0.039415,,9.0454921117
51194,session_1,rest_1,STANFORD,149.3903240732,84164,236.5249788708,0.5707962993,57.6383513235,2068.1976899287,34620,483.0250172905,2.7229308001,2.861808,3.1479936,2.2409777778,0.00866062,0.0567865,,8.7440984026
51195,session_1,rest_1,STANFORD,156.3172160896,88224,222.1699959786,0.5532135632,66.6432374614,2169.395856385,30560,459.9009669926,2.7743067995,2.8776189805,3.340064,2.2216355556,0.0147341,0.0255771,,9.7645762058
51196,session_1,rest_1,STANFORD,165.4251344834,85018,264.1193646457,0.571568017,50.9489691651,2173.1653670203,33766,474.9851199755,2.4474700294,2.5154817919,2.7425826092,2.1250622222,0.010171,0.0402336,,8.2279668132
51197,session_1,rest_1,STANFORD,261.7121052996,88832,440.4049184732,0.5335762879,69.0395578757,4160.1452207616,29952,901.253085192,2.2837894282,2.3674912,2.4669313882,2.0394933333,0.00534578,0.043658,,9.4461824704
51198,session_1,rest_1,STANFORD,309.593221037,86994,499.2671683709,0.5578836374,53.3282279643,4191.3072249238,31790,914.9853254302,2.2606431535,2.3419648,2.4886976,1.98218,0.0152502,0.0515922,,8.3949185736
51199,session_1,rest_1,STANFORD,137.1910989225,87633,230.3124678254,0.5411363934,67.8815434205,2156.1331647546,31151,478.8290510528,2.454653436,2.4622272,2.8076448,2.1394422222,0.00860942,0.0532506,,9.3617735293
51201,session_1,rest_1,UCLA_1,74.1587158471,99343,103.4728260402,0.5810695446,60.0332851945,964.1519889803,39921,208.0279142548,2.1291233298,2.0564569935,2.2995233333,2.0410097567,-0.00906625,0.0391528,,9.3179245786
51202,session_1,rest_1,UCLA_1,59.1985367185,99644,87.4520136838,0.5621373319,87.6249060936,968.9082070398,39620,195.8809434105,2.0984986378,2.03449,2.3765431445,1.9112801139,-0.0197941,0.0489376,,11.0793127136
51203,session_1,rest_1,UCLA_1,65.4800775257,101934,97.0301806655,0.5557662589,75.5486497948,996.4009775022,37330,205.7913391672,2.1751540252,2.1258366667,2.4225233333,1.9983501191,-0.00833563,0.0459992,,10.2689799263
51204,session_1,rest_1,UCLA_1,59.9379092616,106915,88.9765215035,0.5311656781,74.8004006105,908.4046297108,32349,188.8917585351,2.0573591771,2.0368133333,2.2887401819,1.868025,-0.00507238,0.0329058,,10.2094868889
51205,session_1,rest_1,UCLA_1,85.9118792277,98365,112.0724707809,0.5989251639,49.2651504942,967.1834466382,40899,216.7865705566,2.0912424207,2.0519465036,2.2436405349,1.9865275,-0.005942,0.0530929,,8.6299823668
51206,session_1,rest_1,UCLA_1,82.1070477793,95024,107.7732907765,0.6129884305,50.5401095071,941.9291448453,44240,201.385593602,2.0693854874,1.9947198415,2.2812436959,1.9474675,0.00216732,0.0535576,,8.7399126264
51207,session_1,rest_1,UCLA_1,64.5505017771,105675,84.5026624672,0.5473121481,75.642829786,905.576929068,33589,187.506726876,2.0232033653,2.0327233333,2.1967568412,1.8546301105,0.0140743,0.0360428,,10.7165490723
51208,session_1,rest_1,UCLA_1,77.7942757742,108046,108.9241991508,0.5523386808,47.4045094659,902.4805040642,31218,186.5082713958,1.9155751691,1.8720566667,2.1140763306,1.7760576059,-0.0141019,0.0795234,,8.2853994897
51209,session_1,rest_1,UCLA_1,63.668264001,99671,83.6568421669,0.5724868458,86.7130114262,963.1740372683,39593,175.1599588928,1.889696344,1.8585031856,2.1020968337,1.727275,-0.00986326,0.0502272,,11.5133922381
51210,session_1,rest_1,UCLA_1,72.665489977,100636,103.3918088912,0.5727219829,60.9510926577,964.6364839555,38628,206.8996955611,2.0039659697,1.9915233333,2.200616142,1.8362951095,-0.0211672,0.0606031,,9.329912053
51211,session_1,rest_1,UCLA_1,54.9846779369,99995,74.3103110102,0.5632059161,93.2240339047,872.3971579311,39269,188.5856558659,2.2017958839,2.1786466667,2.3815831441,2.0572152452,-0.00363942,0.0336723,,11.739920693
51212,session_1,rest_1,UCLA_1,80.341914716,98761,105.5883367816,0.590004093,55.0282197975,957.255031342,40503,228.9409026372,2.3034000131,2.27139,2.5360764651,2.1215544942,-0.013871,0.0529128,,9.0659163741
51213,session_1,rest_1,UCLA_1,58.2556414546,101586,87.5908961516,0.5471883655,98.0873243596,1021.870424615,37678,202.91491817,2.2335803508,2.24947,2.3583027711,2.1005151252,0.00578194,0.0289458,,11.6663999287
51214,session_1,rest_1,UCLA_1,58.1283182459,99790,86.5349197117,0.56204067,91.3065415242,981.765471439,39474,168.3110032004,1.7861597146,1.7499266667,1.9501728684,1.6698125,-0.00697645,0.0288066,,11.345309786
51215,session_1,rest_1,UCLA_1,70.952722461,100962,91.6535805565,0.5776332393,66.5066268501,928.1561401437,38302,178.9531621484,1.9024523929,1.8746566667,2.0771363365,1.7682925,-0.00888552,0.0353364,,10.1267853859
51216,session_1,rest_1,UCLA_1,50.1581193675,102693,80.4090587714,0.5355892058,102.909019039,943.8045701958,36571,183.0821608371,2.0700514661,2.0147531732,2.294203151,1.9190675,-0.0124175,0.0338755,,11.7375403296
51217,session_1,rest_1,UCLA_1,74.7317392027,101985,111.133287528,0.5681017619,55.2916243931,976.4231259637,37279,195.6489091161,1.9987932332,1.9237333333,2.286493515,1.8154697836,-0.0209339,0.0449369,,8.7860545448
51218,session_1,rest_1,UCLA_1,56.5399417112,103319,76.8220076853,0.5474683538,71.2132224467,770.0227853889,35945,234.4046751753,2.8239597888,2.7550931144,3.1571194982,2.5891001543,-0.00889665,0.0393509,,10.023466043
51219,session_1,rest_1,UCLA_1,61.5152934805,98955,85.6805866777,0.5777144354,70.4667894683,867.4023083248,40309,177.714529132,2.0856608317,2.0038669852,2.2894368486,1.9775825,0.00276502,0.0407987,,10.1236737744
51220,session_1,rest_1,UCLA_1,76.2616688319,105625,108.4735733139,0.5510725195,60.7185790791,1014.0776775121,33639,197.9299504774,1.9289310052,1.88967,2.1425498297,1.772695,-0.00408442,0.0365708,,9.348615027
51221,session_1,rest_1,UCLA_1,79.8708804987,97977,103.8681808161,0.5987455383,54.7793304088,950.9873175002,41287,189.8807567132,1.9477079175,1.9169865143,2.11563,1.8218475,-0.00632125,0.0478028,,9.1557136173
51222,session_1,rest_1,UCLA_1,61.7070958184,97362,94.4041853513,0.5738323251,85.0625417872,1022.6237502479,41902,189.9878384045,1.9662607183,1.9108830296,2.2234331566,1.7892228199,-0.00574908,0.032899,,10.8323984413
51223,session_1,rest_1,UCLA_1,60.4887209298,102250,88.4891937738,0.549756094,85.3383494761,968.2134079749,37014,207.1715428737,2.1437449394,2.0828565011,2.3474766667,2.014925,-0.0132647,0.0363272,,10.9416005128
51224,session_1,rest_1,UCLA_1,71.6728505366,98028,103.5634763485,0.5727867188,81.289434213,1109.5261589061,41236,241.7701658205,2.2619728594,2.22535,2.5125798003,2.0698775,-0.00189508,0.035285,,10.7134889444
51225,session_1,rest_1,UCLA_1,63.530081498,103029,91.8658811038,0.5503214284,80.2818736894,981.2586326839,36235,196.5618023423,1.9572963983,1.94976,2.1315235027,1.8042601075,-0.00597,0.0349521,,10.6814262367
51226,session_1,rest_1,UCLA_1,56.5400137601,104346,87.4275078622,0.5308821547,97.7043250891,1009.4257352146,34918,200.3168444711,2.0980019581,2.0376066667,2.364306103,1.9168751143,-0.0139613,0.0294233,,11.5458596487
51227,session_1,rest_1,UCLA_1,59.9520306918,96787,84.6375459099,0.578405596,91.0292701812,970.5094417656,42477,193.3193315581,2.086896323,2.0267933333,2.3163464826,1.9359326154,-0.0140405,0.0387471,,11.4666538512
51228,session_1,rest_1,UCLA_1,54.8989633246,102054,80.5053220426,0.5432495838,109.5647706861,1001.6973192394,37210,192.1386263656,2.1659351663,2.1001268336,2.3713233333,2.040325,-0.0194377,0.0368334,,12.4426223487
51229,session_1,rest_1,UCLA_1,65.2844367586,101620,99.1467496963,0.5562873497,72.8439727377,991.0199952117,37644,210.5571868368,2.0237727298,1.9496466667,2.26151,1.879882612,-0.0160277,0.0433578,,9.9954864708
51230,session_1,rest_1,UCLA_1,61.562089556,103928,90.2332313418,0.5436896443,83.0355702914,976.4952457004,35336,192.6278126739,1.9346125354,1.92334,2.1032161652,1.7899551067,-0.00344509,0.0383856,,10.8219026536
51231,session_1,rest_1,UCLA_1,53.4824574452,99911,81.9221827533,0.5568286567,89.9928631447,907.9416740019,39353,192.4698456987,2.0457385426,2.0219233333,2.1918901742,1.9318172697,0.00082956,0.0267648,,11.0829770825
51232,session_1,rest_1,UCLA_1,78.8600608938,99172,107.2464437989,0.5847023222,59.9723379787,1009.5478420969,40092,208.719718282,2.163536567,2.084006501,2.4357639141,1.9950722622,-0.0142792,0.0477598,,9.4133456209
51233,session_1,rest_1,UCLA_1,68.0438548923,91406,95.0063631334,0.6098524953,78.1949716912,1012.3159111623,47858,207.3846653426,2.0999041809,2.0582069938,2.3033103661,1.9532475,-0.00981501,0.0438912,,10.6552432677
51234,session_1,rest_1,UCLA_1,60.1330955548,102900,94.9340367402,0.5425582574,86.2773273064,1025.9810982532,36364,191.8013821821,1.9625963336,1.9086798483,2.2167603523,1.786655,-0.0176338,0.0272803,,10.8073050876
51235,session_1,rest_1,UCLA_1,59.5226504717,95414,92.8283198099,0.5829057905,79.4928229378,962.7517874044,43850,199.0953882763,2.0397756532,2.0056501594,2.2350505329,1.89324,-0.0144978,0.0354881,,10.3713154496
51236,session_1,rest_1,UCLA_1,54.2230296941,104098,80.4072447585,0.5383903039,91.9562087646,913.7434143136,35166,173.1214235442,1.7711020992,1.7425566667,1.9598271339,1.62677,-0.0100709,0.0375016,,11.3639438468
51237,session_1,rest_1,UCLA_1,72.1367180073,100885,104.7253525049,0.5767118574,52.6702427914,902.7053993707,38379,191.7982698277,2.0542579578,2.0184865063,2.2208935098,1.9337951153,-0.00260177,0.04361,,8.6197408534
51238,session_1,rest_1,UCLA_1,54.8912747416,95452,73.7348684648,0.5830594002,95.0372217397,871.7985853392,43812,207.3821742672,2.4354262773,2.3859466667,2.6180966667,2.3124851378,-0.00270143,0.0278389,,11.8234236188
51239,session_1,rest_1,UCLA_1,68.810879539,96184,90.2800186931,0.5938719525,75.478011513,968.2631217797,43080,187.1255237584,1.8851718499,1.86017,2.0666401642,1.7427525,-0.00998714,0.0353352,,10.7251098947
51240,session_1,rest_1,UCLA_1,71.9265112465,98868,97.560892648,0.5812555774,71.0014244463,1003.5744941478,40396,189.6520105352,1.8462884959,1.7805366667,2.06401,1.7125227041,-0.00102676,0.0416462,,10.2866473123
51241,session_1,rest_1,UCLA_1,59.5684523333,104083,92.9156656846,0.5388199249,80.5349250712,971.1878034948,35181,194.3456999789,1.9899076574,1.9431266667,2.1993633333,1.8437477198,-0.0199141,0.0300759,,10.452358021
51242,session_1,rest_1,UCLA_1,59.6816369078,101724,86.4978481404,0.5525098001,90.064072696,978.8986349825,37540,190.4155418629,1.8850324012,1.849700147,2.0608968305,1.7571072905,-0.0108749,0.0449836,,11.3170287588
51243,session_1,rest_1,UCLA_1,61.8507804866,100696,94.9008954637,0.5560786704,83.2075548232,1012.2772256556,38568,207.0328177242,2.1001887115,2.0652034975,2.3774268556,1.8867125,-0.00648134,0.0363966,,10.6666772817
51244,session_1,rest_1,UCLA_1,63.3517191686,99868,87.5714301752,0.5684538324,81.2824709541,954.3034414752,39396,196.8687105564,2.0879865954,2.0259231723,2.281306848,1.9695947652,-0.0135144,0.0328456,,10.8974289853
51245,session_1,rest_1,UCLA_1,54.3507953065,100184,103.7302986997,0.5420217558,83.1022877411,1044.7900348208,39080,219.5530091088,1.9791927025,1.9382833333,2.1376768366,1.8711302231,-0.0110528,0.0305002,,10.0721780224
51246,session_1,rest_1,UCLA_1,62.0692397384,99978,104.7617941681,0.5586092254,67.8751522204,983.5012968583,39286,198.018518952,1.9953590195,1.9532566667,2.2783368477,1.785195,-0.0108501,0.0416696,,9.3879768351
51247,session_1,rest_1,UCLA_1,50.8790614332,103656,78.7450599824,0.5325931267,105.4874261338,946.2520166255,35608,178.3245030349,1.924270091,1.89705,2.1108464989,1.7793577121,-0.0216967,0.0347593,,12.016652433
51248,session_1,rest_1,UCLA_1,52.6711344138,100297,90.3173519941,0.5513442777,78.3189378157,907.7872779112,38967,179.6610083688,1.9016832825,1.8550768141,2.0909866667,1.7729672886,-0.0109534,0.0516116,,10.051083849
51249,session_1,rest_1,UCLA_1,45.8146313997,96994,80.185460973,0.5627337086,91.3891496359,866.2034271056,42270,170.3724689842,1.9045694757,1.8335433333,2.135406497,1.7644901052,-0.00644862,0.0406725,,10.8024998122
51250,session_1,rest_1,UCLA_1,70.1211943853,96698,96.8359396576,0.5940870392,60.8397195276,912.5323438607,42566,192.0433219686,2.165992552,2.10725,2.42036,1.9923897625,-0.00697305,0.0494275,,9.4234882946
51251,session_1,rest_1,UCLA_1,53.6632141328,107206,83.1275320157,0.5163274035,96.7863143724,955.6061488254,32058,185.3730909245,1.8163241759,1.7749834744,2.0314868281,1.6617725,-0.0214885,0.0317122,,11.4956636586
51252,session_1,rest_1,UCLA_1,55.5510608064,96984,85.1150122723,0.5691099738,98.3652739718,987.6360196725,42280,201.8049735923,2.1638151921,2.0957933333,2.4138235252,2.0026526194,-0.014525,0.0401983,,11.6035466988
51253,session_1,rest_1,UCLA_1,62.8096625939,98857,92.7147771648,0.5725489856,71.7239068353,928.0666303662,40407,195.1709125817,1.9986539206,1.9598133333,2.2000994755,1.8516351104,-0.00846991,0.0440997,,10.0099105962
51254,session_1,rest_1,UCLA_1,71.8963572002,98593,102.7754451263,0.5822998581,60.0670584225,950.1474984519,40671,205.1607731519,2.0979203392,2.02473,2.3577235207,1.9342302306,-0.0081712,0.0581935,,9.2448881859
51255,session_1,rest_1,UCLA_1,68.0306821935,103267,94.6342993264,0.5671202839,57.3693446007,866.8251840667,35997,166.7363948725,1.7885737146,1.7753533333,1.9290869733,1.6706398008,-0.00827708,0.041773,,9.1597358488
51256,session_1,rest_1,UCLA_1,78.8798088985,98643,108.0915653695,0.5870383934,58.1825456977,997.5647279077,40621,216.1196805935,1.9810069377,1.9419369753,2.1530501711,1.8593852217,-0.00365564,0.0422788,,9.2288859403
51257,session_1,rest_1,UCLA_1,59.9232866394,104665,95.0320772787,0.5318360702,84.5860576185,1012.187171138,34599,207.513261494,2.0248113709,2.0212866667,2.1802164934,1.8837576123,-0.0188758,0.0315417,,10.6510054302
51258,session_1,rest_1,UCLA_1,50.1470522844,100932,80.8847093057,0.5510991982,85.8007911763,865.3669282445,38332,168.0892087502,2.0054623552,1.9064433333,2.3092635169,1.8320828276,-0.0165444,0.0360789,,10.6987703322
51259,session_1,rest_1,UCLA_1,69.03470388,104480,94.8716222152,0.5451483562,82.1746979196,1041.4130562495,34784,216.1909727792,2.2035221484,2.1422333333,2.40479,2.0768697524,-0.00687708,0.0413917,,10.977076516
51260,session_1,rest_1,UCLA_1,63.6637647086,104379,99.8789046744,0.5387099512,72.6174814206,984.4178198332,34885,222.4787443546,2.1643450294,2.1664235055,2.3837664772,1.9632375,-0.0033466,0.0345108,,9.8561134911
51261,session_1,rest_1,UCLA_1,67.9734008262,100396,98.5824604753,0.570666121,66.1499126229,954.5552883484,38868,193.0171561157,1.9772665545,1.9258268197,2.1748364938,1.84566522,0.00675629,0.030209,,9.6828105501
51262,session_1,rest_1,UCLA_1,60.2388224499,102030,94.513101492,0.552691138,74.3525928176,949.1498298489,37234,181.7713903819,1.9095302148,1.8472966667,2.1169631651,1.7804525,-0.0112098,0.0325311,,10.042521247
51263,session_1,rest_1,UCLA_1,82.0929481228,103087,109.3246343208,0.5781773081,49.186841968,940.310401439,36177,187.6094805988,1.9901557098,1.955,2.2091363155,1.825125,0.00598268,0.0497792,,8.601084351
51264,session_1,rest_1,UCLA_1,55.5235083068,104716,78.3203534709,0.5377046115,93.6197600074,911.6481564465,34548,178.3023017534,1.8818525762,1.811770144,2.0714333333,1.775755,-0.0127894,0.0483512,,11.6399903224
51265,session_1,rest_1,UCLA_1,79.8553185248,100130,118.9577591771,0.5792314759,52.8406262126,1023.3485925778,39134,193.3598424552,1.955488222,1.91416,2.1781468398,1.7934897862,-0.0159807,0.0440937,,8.6026216336
51266,session_1,rest_1,UCLA_1,64.9371298866,102153,95.6564936994,0.557459887,71.4658328469,957.0731651239,37111,198.129024357,1.9623478521,1.8877768167,2.1827728129,1.8338752186,-0.0178209,0.044976,,10.0053130541
51267,session_1,rest_1,UCLA_1,64.8275430061,100507,96.9190116442,0.5648574549,69.9769835764,954.6313416219,38757,200.054343316,1.9703251535,1.94338,2.1486305123,1.831865,-0.00776075,0.0335817,,9.849784118
51268,session_1,rest_1,UCLA_1,82.914450678,100541,115.3801098341,0.5910480422,42.3515080825,904.0671301344,38723,193.8310576077,2.0580041063,2.0142733333,2.2795627898,1.8983176131,0.000111478,0.0464442,,7.8355544247
51269,session_1,rest_1,UCLA_1,67.8339744854,97997,94.361419555,0.5833951762,69.7138872171,951.3882430726,41267,190.6133915561,1.849807653,1.8042066667,2.0179134937,1.7385651036,0.00169007,0.0369815,,10.0823858687
51270,session_1,rest_1,UCLA_1,65.7525273124,97571,99.6753128217,0.5772654267,75.3794174285,1018.8557886907,41693,191.4766549027,2.0401846527,1.9594568224,2.2933905468,1.8897053379,-0.0221273,0.039273,,10.2217465875
51271,session_1,rest_1,UCLA_1,73.5158924831,99313,102.3031547098,0.5836503638,58.9974153472,948.3116277408,39951,192.2645620443,2.1222939846,2.0544934966,2.3512301869,1.9788675,-0.0115491,0.0370547,,9.2696225295
51272,session_1,rest_1,UCLA_1,77.7577467582,107299,108.8781686349,0.5472108464,55.0658678728,969.83088072,31965,212.5374459921,2.0586705325,2.0136633333,2.2363068444,1.9375001155,-0.0218039,0.0465234,,8.9074870829
51273,session_1,rest_1,UCLA_1,57.6452041216,98962,88.9333699859,0.5573902351,102.3279004516,1050.6181940683,40302,213.1874464892,2.1237081568,2.0594733333,2.3175066667,2.0068125,-0.00579218,0.0307824,,11.8135430405
51274,session_1,rest_1,UCLA_1,63.3027200609,101862,89.9915037116,0.5560934182,82.1288310669,976.5004622111,37402,201.4791121251,2.0364014245,2.0310698386,2.215119824,1.8770175,0.000916426,0.0291051,,10.8510295076
51275,session_1,rest_1,UCLA_1,67.1291356872,105001,101.6386723633,0.5466426949,63.9580914197,956.4009597113,34263,184.6986993366,1.8581512654,1.8151904328,2.0468133333,1.7268072941,0.00145086,0.0332217,,9.4098135825
51276,session_1,rest_1,UCLA_1,74.1725444125,97243,107.530126245,0.5889575477,61.9305412255,1009.4174758253,42021,194.539635302,1.9481711426,1.8884666667,2.1320163278,1.8364575,-0.00970583,0.0284093,,9.3872992721
51277,session_1,rest_1,UCLA_1,57.1902788088,99004,89.9514719648,0.5609279526,91.3693807843,1000.7151657377,40260,191.3163788801,2.0013615748,1.9311501535,2.23184,1.8599325,-0.0155158,0.0333808,,11.1250560316
51278,session_1,rest_1,UCLA_1,58.4358606563,100346,84.5097088373,0.5555881799,99.5101019884,1005.1221435651,38918,200.5429808149,2.0562081855,2.0339533333,2.2625594606,1.8891202252,-0.0072413,0.0360665,,11.893570069
51279,session_1,rest_1,UCLA_1,67.0310401211,101769,99.9341896838,0.5564034546,75.8059998751,1027.7338595592,37495,203.3152605013,2.0321617703,1.9644366667,2.2974435159,1.85948,-0.0195488,0.0446594,,10.2841065987
51280,session_1,rest_1,UCLA_1,65.5856873059,99831,93.6671082083,0.568089831,79.6028683035,1001.3092944016,39433,195.1347061665,1.9306271237,1.8918634837,2.0980664999,1.8129553242,-0.0134371,0.0390272,,10.690084423
51281,session_1,rest_1,UCLA_1,57.3927973572,102379,91.5601847882,0.5434926748,87.963060011,995.9036829289,36885,187.8486807497,2.0426585233,1.9921534917,2.2731961247,1.8820325,-0.0161757,0.0371019,,10.8770388049
51282,session_1,rest_1,UCLA_1,61.4485134911,106625,92.5467403955,0.5317762503,74.2569638884,938.1043670836,32639,190.2712391823,1.9175861159,1.9137333333,2.01517,1.8284,-0.0154457,0.0337887,,10.1365468203
51291,session_1,rest_1,UCLA_2,72.8804405394,97361,96.4114432376,0.5945689129,62.4431366298,936.8342424194,41903,185.6079730945,1.9450005483,1.9179001524,2.1252166667,1.8052227152,-0.0104973,0.0440594,,9.7170440661
51292,session_1,rest_1,UCLA_2,60.3306810129,105213,90.0929682157,0.5352709394,82.060126911,962.4976863527,34051,195.6054257618,2.1335749674,2.059326503,2.4252196145,1.9446725,-0.0171258,0.0345111,,10.6833830144
51293,session_1,rest_1,UCLA_2,47.3657585094,103436,74.5061228622,0.5292340958,112.8466948392,918.7809027575,35828,188.3763576284,2.0149079185,2.0121763468,2.188990174,1.8571872786,0.000909465,0.0332631,,12.3316160802
51294,session_1,rest_1,UCLA_2,59.1426404011,93495,86.8778071068,0.5901568189,94.7788274596,1001.4366448726,45769,209.8016194799,2.0951068307,2.0207265061,2.310633517,1.9696027348,-0.0115477,0.0400142,,11.5269558271
51295,session_1,rest_1,UCLA_2,56.571877712,99264,85.478529594,0.5567790553,102.0834443644,1014.0244753811,40000,210.534627956,2.1698236478,2.0929734997,2.4683596077,1.977425,-0.0162323,0.0330247,,11.8629143505
51296,session_1,rest_1,UCLA_2,55.2465459779,99477,81.3920889785,0.5570764428,102.8932115571,976.9624602192,39787,203.0236445403,2.2444982168,2.1497228208,2.5598568701,2.0547477449,-0.0126476,0.0399889,,12.0031623771
51297,session_1,rest_1,UCLA_2,74.9341143792,102567,96.1706226962,0.5725032507,63.0856209472,949.0627456926,36697,192.4123410742,2.0828079522,2.0387765046,2.3031035164,1.9242626147,-0.0162022,0.0424438,,9.868530733
51298,session_1,rest_1,UCLA_2,64.4147341587,93601,92.342052879,0.5948203997,86.1741939525,1024.3967026142,45663,207.1803678269,2.0438066329,1.9453633333,2.2744872089,1.929452615,-0.0109134,0.0365569,,11.0935015053
51299,session_1,rest_1,UCLA_2,79.8871667649,99108,111.7677207471,0.5865593367,54.8602510546,996.2834239845,40156,207.0734269322,2.0892888651,2.0868133333,2.2821527892,1.9149901141,-0.00289392,0.03548,,8.9138743935
51300,session_1,rest_1,UCLA_2,71.833701581,100439,97.3326048422,0.5811033487,57.9449996242,902.3042944431,38825,183.7830163668,2.1273093913,2.1413433333,2.3543838947,1.9095352276,-0.00346744,0.0435836,,9.2703189841
51301,session_1,rest_1,UCLA_2,53.5848464698,99620,81.4442728474,0.556656267,98.0140204937,946.6607247563,39644,188.2349387261,2.1359676635,2.0461668293,2.44935,1.9444322682,-0.00898114,0.0378244,,11.6234167445
51302,session_1,rest_1,UCLA_2,52.9245292255,96331,83.1782949861,0.5743689923,96.9300562344,956.5078790936,42933,164.9607868189,1.7822318347,1.7250968038,1.9747031764,1.66179,-0.0146617,0.0293673,,11.4994888901
51303,session_1,rest_1,UCLA_2,63.1424571484,102389,90.4833906359,0.5569701146,77.0844112763,952.4716055387,36875,176.5314571578,1.9629777872,1.9401533333,2.1530931622,1.8107027159,-0.00950698,0.0334968,,10.5264800406
51304,session_1,rest_1,UCLA_2,60.2052570727,96498,86.3351208995,0.5814640359,83.7026922199,943.5473644826,42766,192.3612732135,2.1186020481,2.0713368313,2.3775529554,1.93093,-0.0193745,0.0471284,,10.9288937648
51305,session_1,rest_1,UCLA_2,66.6852696359,104398,100.0116713084,0.5450711371,72.2428844898,1002.4301213383,34866,197.3401884171,1.9620693686,1.9018537868,2.1809864933,1.8210075,-0.00915242,0.0287197,,10.0231313828
51306,session_1,rest_1,UCLA_2,58.6889626772,99896,86.4759650684,0.5538306444,101.6121145208,1028.1166236166,39368,229.6662864846,2.2491685414,2.2116766667,2.4968703969,2.0603852456,-0.0128392,0.043289,,11.8890448092
51307,session_1,rest_1,UCLA_2,57.4578426502,100638,85.4461927524,0.5587422323,81.6771351106,911.0232020446,38626,189.8166946046,2.112884328,2.0709066667,2.3439035196,1.943245,-0.00820158,0.0348827,,10.6619519571
51308,session_1,rest_1,UCLA_2,61.4750037572,92180,91.0925901657,0.6038801115,76.3256927898,941.5690967092,47084,187.477722797,1.9714819114,1.9417733333,2.1799331601,1.810245,-0.0152583,0.0422992,,10.3363961327
51309,session_1,rest_1,UCLA_2,60.8884810624,103670,83.4341534293,0.5502231646,80.679393019,907.6773919972,35594,191.8238601421,2.1453076631,2.1337666667,2.3633531455,1.9579126167,0.0040646,0.0253448,,10.8789668822
51310,session_1,rest_1,UCLA_2,53.6556900104,100722,79.3022003893,0.553893889,97.3277079173,927.5916738173,38542,178.4587808852,1.9581200183,1.8960166667,2.1844301736,1.8127472839,-0.0146067,0.0336535,,11.6969222703
51311,session_1,rest_1,UCLA_2,57.4127342373,101103,85.5868917335,0.5498051983,96.9816883816,992.9378911514,38161,210.0952362062,2.0458568032,2.0278133333,2.239770178,1.8853602248,-0.000995596,0.0279437,,11.6015183054
51312,session_1,rest_1,UCLA_2,63.4541855635,97105,89.9045975093,0.5731765151,90.4161903748,1021.0763122148,42159,228.6812879263,2.1577125394,2.1223801687,2.3551562923,2.0097276198,-0.00698748,0.038475,,11.3573314436
51313,session_1,rest_1,UCLA_2,63.7856469012,98280,96.6924663266,0.5680680683,86.0441543552,1055.4327901362,40984,201.5612304464,1.9806068851,1.9504965117,2.1998533333,1.8107401079,-0.00591682,0.0424653,,10.91535701
51314,session_1,rest_1,UCLA_2,48.1160840748,100749,83.8901610902,0.5368841447,105.5516589688,972.9719396782,38515,201.2445443556,2.1012000903,2.01387984,2.3464564802,1.963160117,-0.0114541,0.0488255,,11.598165113
51315,session_1,rest_1,UCLA_2,62.4557927763,99096,102.5632081621,0.5634311661,71.1162991531,992.9258321034,40168,199.0697658634,2.0073944154,1.9489834882,2.251940179,1.8430302197,-0.0135038,0.0513889,,9.6811112864
51316,session_1,rest_1,UCLA_2,63.7233075744,96565,96.4862025365,0.5791825373,77.5489586323,997.3741816425,42699,205.2947248942,2.1225150676,2.05093,2.4024168576,1.9406775,-0.0107001,0.054632,,10.336961715
51317,session_1,rest_1,UCLA_2,66.2228098832,98504,96.986796846,0.5745001212,70.7127086535,966.4299573959,40760,203.0786030897,2.1227267585,2.10931,2.3256994455,1.94979,0.00224623,0.0484589,,9.9645517619
